# Here you find the simulation outputdata
# Look into hetero_Particles.dat for general simulation data and aggregate data
#
#######################################################
# Experiment:							hetero
# Date:									2025-04-04 11:41

#######################################################
# Conditions acc to:					Pe
# Peclet Number:						0.0000e+00
# z-Velocity (m/s):						0.0000e+00
# Box_size (rel. to r_mean):			280
# Hight above max(z) (rel. to r_mean):	60
# Timestep adjustment:					1.00
# Temperature (K):						1488.10
#######################################################
# Particle Size Distribution:			lognorm
# Particle Mean Radius (nm):			4.48
# Particle sDerivation:					0.37
# Calculation Friction acc to:			Chen & Dahneke
#######################################################
# Primary particles:					200000
# Aggregates:							6452
# Particle Number Distribution:			none
# Particles per Aggregate:				31
#
# Fractal Dimension / Prefactor:		2.05	1.30
# Epsilon,Delta,Deformation:			1.001	1.010	1.000
# One Material is used
# Density (kg/m^3):						4.23e+03
#
#######################################################
# Agg	Np	Diff_p(m^2/s)	frict	m_p(kg)	t_s(s)	r_g	rho(kg/m^3)
4852	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094853e-08	4.230e+03
4853	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074283e-08	4.230e+03
4854	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.025046e-08	4.230e+03
4855	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073551e-08	4.230e+03
4856	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090410e-08	4.230e+03
4857	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083429e-08	4.230e+03
4858	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093278e-08	4.230e+03
4859	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086680e-08	4.230e+03
4860	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092485e-08	4.230e+03
4861	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090725e-08	4.230e+03
4862	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070650e-08	4.230e+03
4863	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095798e-08	4.230e+03
4864	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.055829e-08	4.230e+03
4865	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.034713e-08	4.230e+03
4866	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096929e-08	4.230e+03
4867	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088018e-08	4.230e+03
4868	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066285e-08	4.230e+03
4869	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086711e-08	4.230e+03
4870	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081315e-08	4.230e+03
4871	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061617e-08	4.230e+03
4872	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092795e-08	4.230e+03
4873	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066567e-08	4.230e+03
4874	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093293e-08	4.230e+03
4875	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079286e-08	4.230e+03
4876	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071788e-08	4.230e+03
4877	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076082e-08	4.230e+03
4878	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096194e-08	4.230e+03
4879	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084194e-08	4.230e+03
4880	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073726e-08	4.230e+03
4881	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094067e-08	4.230e+03
4882	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083007e-08	4.230e+03
4883	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086577e-08	4.230e+03
4884	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095073e-08	4.230e+03
4885	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093015e-08	4.230e+03
4886	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.102169e-08	4.230e+03
4887	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097793e-08	4.230e+03
4888	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.067482e-08	4.230e+03
4889	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082625e-08	4.230e+03
4890	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.009384e-08	4.230e+03
4891	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096341e-08	4.230e+03
4892	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093779e-08	4.230e+03
4893	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087446e-08	4.230e+03
4894	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.049833e-08	4.230e+03
4895	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090576e-08	4.230e+03
4896	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083330e-08	4.230e+03
4897	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092861e-08	4.230e+03
4898	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.034074e-08	4.230e+03
4899	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.022301e-08	4.230e+03
4900	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075305e-08	4.230e+03
4901	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090463e-08	4.230e+03
4902	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096537e-08	4.230e+03
4903	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.039196e-08	4.230e+03
4904	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.029069e-08	4.230e+03
4905	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099067e-08	4.230e+03
4906	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084173e-08	4.230e+03
4907	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084121e-08	4.230e+03
4908	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.100873e-08	4.230e+03
4909	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096154e-08	4.230e+03
4910	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070206e-08	4.230e+03
4911	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079403e-08	4.230e+03
4912	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086389e-08	4.230e+03
4913	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074503e-08	4.230e+03
4914	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094318e-08	4.230e+03
4915	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089959e-08	4.230e+03
4916	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.026060e-08	4.230e+03
4917	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083197e-08	4.230e+03
4918	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089932e-08	4.230e+03
4919	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095697e-08	4.230e+03
4920	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083277e-08	4.230e+03
4921	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095524e-08	4.230e+03
4922	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.015946e-08	4.230e+03
4923	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.032666e-08	4.230e+03
4924	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083759e-08	4.230e+03
4925	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088609e-08	4.230e+03
4926	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070144e-08	4.230e+03
4927	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094024e-08	4.230e+03
4928	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075043e-08	4.230e+03
4929	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092331e-08	4.230e+03
4930	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071832e-08	4.230e+03
4931	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091459e-08	4.230e+03
4932	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101497e-08	4.230e+03
4933	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075179e-08	4.230e+03
4934	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.027721e-08	4.230e+03
4935	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092933e-08	4.230e+03
4936	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.056334e-08	4.230e+03
4937	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087452e-08	4.230e+03
4938	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096456e-08	4.230e+03
4939	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061169e-08	4.230e+03
4940	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093226e-08	4.230e+03
4941	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093845e-08	4.230e+03
4942	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084261e-08	4.230e+03
4943	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071430e-08	4.230e+03
4944	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.052380e-08	4.230e+03
4945	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085679e-08	4.230e+03
4946	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098384e-08	4.230e+03
4947	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091917e-08	4.230e+03
4948	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.036224e-08	4.230e+03
4949	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074944e-08	4.230e+03
4950	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093827e-08	4.230e+03
4951	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085576e-08	4.230e+03
4952	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095613e-08	4.230e+03
4953	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098555e-08	4.230e+03
4954	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.103412e-08	4.230e+03
4955	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079146e-08	4.230e+03
4956	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088680e-08	4.230e+03
4957	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090046e-08	4.230e+03
4958	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.044960e-08	4.230e+03
4959	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.100146e-08	4.230e+03
4960	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.032647e-08	4.230e+03
4961	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.070733e-08	4.230e+03
4962	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.069186e-08	4.230e+03
4963	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096088e-08	4.230e+03
4964	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090466e-08	4.230e+03
4965	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094065e-08	4.230e+03
4966	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086665e-08	4.230e+03
4967	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079651e-08	4.230e+03
4968	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072845e-08	4.230e+03
4969	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.028921e-08	4.230e+03
4970	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.064390e-08	4.230e+03
4971	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.013039e-08	4.230e+03
4972	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.075059e-08	4.230e+03
4973	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068748e-08	4.230e+03
4974	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099670e-08	4.230e+03
4975	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085661e-08	4.230e+03
4976	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086601e-08	4.230e+03
4977	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.046485e-08	4.230e+03
4978	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084483e-08	4.230e+03
4979	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.061500e-08	4.230e+03
4980	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.066321e-08	4.230e+03
4981	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090524e-08	4.230e+03
4982	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090296e-08	4.230e+03
4983	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.046803e-08	4.230e+03
4984	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096966e-08	4.230e+03
4985	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.040488e-08	4.230e+03
4986	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091882e-08	4.230e+03
4987	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093257e-08	4.230e+03
4988	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076873e-08	4.230e+03
4989	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089376e-08	4.230e+03
4990	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.054744e-08	4.230e+03
4991	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085268e-08	4.230e+03
4992	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094669e-08	4.230e+03
4993	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094518e-08	4.230e+03
4994	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072589e-08	4.230e+03
4995	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094796e-08	4.230e+03
4996	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086831e-08	4.230e+03
4997	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096742e-08	4.230e+03
4998	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.054607e-08	4.230e+03
4999	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095480e-08	4.230e+03
5000	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074199e-08	4.230e+03
5001	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.057021e-08	4.230e+03
5002	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098512e-08	4.230e+03
5003	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081024e-08	4.230e+03
5004	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089746e-08	4.230e+03
5005	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090520e-08	4.230e+03
5006	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092023e-08	4.230e+03
5007	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063172e-08	4.230e+03
5008	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082640e-08	4.230e+03
5009	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082800e-08	4.230e+03
5010	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.986373e-08	4.230e+03
5011	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096599e-08	4.230e+03
5012	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.943908e-08	4.230e+03
5013	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087758e-08	4.230e+03
5014	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.021123e-08	4.230e+03
5015	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074174e-08	4.230e+03
5016	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082975e-08	4.230e+03
5017	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.044071e-08	4.230e+03
5018	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092668e-08	4.230e+03
5019	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.069377e-08	4.230e+03
5020	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086588e-08	4.230e+03
5021	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096614e-08	4.230e+03
5022	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.035183e-08	4.230e+03
5023	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.084378e-08	4.230e+03
5024	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068368e-08	4.230e+03
5025	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.039159e-08	4.230e+03
5026	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087468e-08	4.230e+03
5027	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.021522e-08	4.230e+03
5028	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098486e-08	4.230e+03
5029	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085765e-08	4.230e+03
5030	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.042827e-08	4.230e+03
5031	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101591e-08	4.230e+03
5032	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087766e-08	4.230e+03
5033	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083945e-08	4.230e+03
5034	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101960e-08	4.230e+03
5035	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085397e-08	4.230e+03
5036	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092507e-08	4.230e+03
5037	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.048607e-08	4.230e+03
5038	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.059065e-08	4.230e+03
5039	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080108e-08	4.230e+03
5040	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089758e-08	4.230e+03
5041	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.080997e-08	4.230e+03
5042	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087656e-08	4.230e+03
5043	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094707e-08	4.230e+03
5044	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083675e-08	4.230e+03
5045	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093934e-08	4.230e+03
5046	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074031e-08	4.230e+03
5047	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076664e-08	4.230e+03
5048	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089178e-08	4.230e+03
5049	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082613e-08	4.230e+03
5050	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095372e-08	4.230e+03
5051	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099271e-08	4.230e+03
5052	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.056054e-08	4.230e+03
5053	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.097367e-08	4.230e+03
5054	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077896e-08	4.230e+03
5055	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083919e-08	4.230e+03
5056	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090133e-08	4.230e+03
5057	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.076672e-08	4.230e+03
5058	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083685e-08	4.230e+03
5059	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.087778e-08	4.230e+03
5060	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074414e-08	4.230e+03
5061	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.100275e-08	4.230e+03
5062	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078520e-08	4.230e+03
5063	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099358e-08	4.230e+03
5064	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.068720e-08	4.230e+03
5065	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.026533e-08	4.230e+03
5066	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079180e-08	4.230e+03
5067	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.083949e-08	4.230e+03
5068	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.976176e-08	4.230e+03
5069	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.073480e-08	4.230e+03
5070	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.090164e-08	4.230e+03
5071	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085579e-08	4.230e+03
5072	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093501e-08	4.230e+03
5073	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.096958e-08	4.230e+03
5074	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.088513e-08	4.230e+03
5075	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085450e-08	4.230e+03
5076	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.086731e-08	4.230e+03
5077	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.101095e-08	4.230e+03
5078	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095706e-08	4.230e+03
5079	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060939e-08	4.230e+03
5080	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.029848e-08	4.230e+03
5081	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.092708e-08	4.230e+03
5082	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.093654e-08	4.230e+03
5083	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077539e-08	4.230e+03
5084	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.078091e-08	4.230e+03
5085	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.981434e-08	4.230e+03
5086	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.028284e-08	4.230e+03
5087	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.060704e-08	4.230e+03
5088	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081279e-08	4.230e+03
5089	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.071129e-08	4.230e+03
5090	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077168e-08	4.230e+03
5091	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.063103e-08	4.230e+03
5092	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095243e-08	4.230e+03
5093	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085576e-08	4.230e+03
5094	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.081767e-08	4.230e+03
5095	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	1.882953e-08	4.230e+03
5096	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.091104e-08	4.230e+03
5097	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.072273e-08	4.230e+03
5098	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.085676e-08	4.230e+03
5099	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.095775e-08	4.230e+03
5100	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.077070e-08	4.230e+03
5101	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.079995e-08	4.230e+03
5102	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.094068e-08	4.230e+03
5103	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.082370e-08	4.230e+03
5104	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.099455e-08	4.230e+03
5105	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089588e-08	4.230e+03
5106	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.039785e-08	4.230e+03
5107	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.015120e-08	4.230e+03
5108	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.098387e-08	4.230e+03
5109	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.074139e-08	4.230e+03
5110	31	6.938795e-09	2.960943e-12	4.935531e-20	1.445600e-09	2.089744e-08	4.230e+03
